edad;ingreso;antiguedad;num_productos;calificacion_crediticia;monto_prestamos;num_transacciones;banca_online;tiene_tarjeta;saldo_anterior;saldo_anual
49;38136.8479;12;1;569;35340.17604;30;1;0;5961.861564;20665.41522
64;40549.40371;4;1;661;17778.05938;5;1;0;15046.68472;47243.06551
31;40729.26059;8;5;527;61566.98876;13;1;1;3415.482763;36429.86211
56;51665.87331;9;2;600;66172.38543;0;1;1;9753.651248;37870.84462
64;34172.98319;11;5;746;26911.05882;47;1;0;14974.17974;50408.05395
19;45015.39677;8;3;804;9870.579873;34;0;1;10192.31914;34806.61908
33;57109.10184;5;5;762;76890.90509;14;0;0;13460.46442;20824.78197
57;78787.03171;14;1;813;13074.88407;8;1;0;8083.11155;11322.29
21;72907.36752;2;4;628;64678.91968;9;1;1;26478.7522;48060.87251
49;51162.00634;12;3;561;21031.2392;43;0;0;16183.67164;52647.66721
33;71789.97044;8;2;641;10428.78867;21;0;1;8421.659149;32746.47192
29;80448.93909;4;5;832;46895.63991;14;0;1;6890.607937;38931.42578
50;38187.73828;12;3;611;12544.32897;32;1;1;5099.37984;24532.60498
56;23385.33854;0;4;681;23684.09429;49;0;1;10090.94314;37024.968
26;39896.63059;13;3;679;9289.846213;46;0;0;5946.679017;26072.09883
25;32979.24976;11;4;830;118021.1398;11;0;1;26717.17353;48558.16885
64;71668.551;12;4;838;25572.70215;24;1;1;4295.676628;38824.91574
54;34199.80202;4;2;788;21208.26279;11;0;0;10131.90572;18199.92017
25;55987.78129;2;1;846;20800.82224;33;1;0;15519.24678;39890.55615
46;42218.57254;2;1;698;25366.19631;38;0;1;4864.845662;8101.446975
44;19406.5114;9;3;562;11205.7315;19;1;1;14344.49191;43138.43522
49;71508.37789;7;1;785;9451.224429;34;0;0;6546.642515;37522.85464
48;59819.38441;13;5;842;22083.17335;23;1;0;10139.91734;45836.26158
56;95991.83929;8;3;659;11661.50971;25;1;0;10026.707;32141.94219
33;65701.08534;3;5;709;41148.12476;14;1;1;8139.979463;29820.83385
51;46985.59456;8;3;699;26224.48916;5;0;1;18977.08028;42633.98888
30;50115.45676;8;4;521;82527.00007;18;1;1;6892.516564;10866.53956
61;37112.51768;3;4;709;47457.72193;3;0;0;3913.443636;16744.95985
48;50385.66317;0;4;741;52883.38563;49;0;1;14765.77883;44397.88718
42;50464.64228;8;3;706;18194.0111;23;0;0;18101.68892;21934.53649
49;88492.45728;13;2;671;11617.33441;37;0;0;15131.88951;21565.59253
42;75270.80632;0;5;617;42505.07596;24;1;1;2911.047446;30688.03226
35;21711.32755;8;5;677;36657.09519;34;1;0;13461.95416;39666.16405
57;30242.43047;4;1;832;46083.62758;2;0;1;1282.394073;38286.20114
29;66509.35403;6;3;628;18092.26638;48;0;0;7250.210928;14160.77356
52;38866.16705;6;1;709;10164.54967;18;0;1;996.5257317;25408.33776
57;8861.180226;1;4;813;51306.07681;28;0;1;2974.739533;23730.14805
33;42742.499;6;3;502;78682.51896;43;1;1;6622.725324;40792.33863
45;46419.65603;14;2;846;45159.59551;49;0;0;3596.309618;40739.82914
38;17077.69962;3;1;500;11017.37771;46;0;1;15347.99178;10752.69564
33;72329.97149;7;3;580;12366.6978;37;0;1;15771.69321;18119.21896
36;50105.82061;9;1;697;49719.75826;18;0;1;22686.22819;28815.5503
41;59309.19605;9;1;760;19268.94501;26;0;0;3104.67291;16837.64751
43;34418.86565;4;5;649;39851.55218;48;0;0;3677.88409;20279.45209
54;49281.57337;13;1;745;5329.539059;4;0;0;7997.38664;22143.81622
23;31257.60429;11;3;560;9500.349126;9;1;0;6374.993083;14500.62437
21;129420.2825;11;4;804;17585.15991;2;0;1;25825.2461;38996.94302
27;55567.20745;5;4;839;7799.067885;3;1;1;4436.166864;39440.62397
30;45220.63088;12;4;741;37029.90545;23;1;1;8903.145663;44465.90876
54;52561.56837;11;2;744;21510.38843;7;1;0;10008.72635;39052.43697
40;34854.0218;6;2;822;22205.57287;14;1;0;14652.20353;33720.41809
42;30860.17329;0;4;556;28144.73439;0;1;0;6134.041603;-2545.075581
35;78833.00413;6;3;608;15222.95489;0;0;0;11319.28457;32436.39521
21;66880.12132;5;2;527;38625.5253;41;0;0;5469.211304;19586.11517
58;43255.10919;9;2;684;48238.65741;24;1;0;14512.7532;38197.56911
32;34226.88982;8;1;706;46613.78245;23;0;0;11363.03143;29286.15852
36;28792.32673;10;5;631;40112.96959;23;1;1;10272.30899;56199.69908
24;23604.93249;10;4;694;13564.9402;30;0;1;6360.204793;30751.25411
18;81113.29388;7;5;645;16851.1104;48;0;0;436.5154279;32691.42285
22;79877.84714;9;5;749;67707.51415;31;1;1;2687.331389;48549.95987
47;23488.81261;9;2;599;34156.88473;15;0;0;5081.291873;22185.69581
36;43414.69739;14;2;608;16331.30852;26;1;1;1465.702956;32948.943
26;16959.7705;2;5;826;6417.179774;0;0;1;19031.634;29566.74161
46;59289.06842;5;4;641;18139.68236;1;0;0;10070.25891;12757.61661
33;28542.92384;1;1;598;76972.88171;3;0;0;17726.75732;18386.05543
44;48252.8908;12;4;657;4517.763883;48;1;0;18343.74073;39651.56347
18;55074.6552;11;1;823;11933.04428;16;0;1;9109.489857;18803.37606
45;50487.92183;7;5;830;18761.79522;45;1;1;22420.37892;50639.81854
43;45871.11911;6;1;805;10217.18767;26;0;1;1514.815441;22760.31399
49;16725.71917;9;5;743;21483.64062;2;1;1;8532.979724;30776.45576
52;64690.14461;8;3;812;29033.55108;11;0;0;28359.64005;36085.93795
47;55561.22688;9;2;638;21964.23862;36;0;1;2223.117472;14460.24799
62;52835.3546;8;2;596;25567.99977;4;1;1;8340.727224;44938.08454
60;38095.09335;13;5;653;19634.38569;33;0;0;10278.96077;30028.88278
55;29272.97574;3;1;802;39784.08942;25;1;1;12833.2203;26906.68067
28;70330.58207;7;1;794;27242.32467;42;1;0;12904.35971;30058.32546
39;19933.15787;5;3;542;34952.90967;19;0;0;27132.09045;54238.26684
48;29919.88518;6;5;575;15823.28975;41;0;1;2957.437051;31153.06232
20;32524.67658;11;3;702;42876.61065;3;0;1;18399.39549;44085.99732
26;74900.91014;6;3;514;15107.69055;25;0;1;13750.72361;34988.81854
50;52228.04033;3;2;586;39020.91119;48;1;0;2887.564867;20362.1119
19;116172.3411;1;3;693;21301.21433;3;1;1;11375.23622;32374.62884
31;37196.09089;11;1;655;21228.82296;44;1;0;6862.252469;17363.84108
48;32560.01855;7;3;659;16840.99038;27;1;1;16907.98561;44233.01106
54;69517.67848;2;3;560;33539.24347;48;1;1;1530.657977;23453.4084
43;44510.06669;6;1;811;23900.55513;23;0;0;7751.297325;32771.65224
33;36807.89161;11;3;783;17676.35409;30;1;1;4954.879823;23338.80985
24;43423.82053;9;4;726;21189.40153;27;1;1;9327.385575;37952.10074
61;37160.85147;7;2;674;45812.22537;43;1;1;18259.42647;45819.37357
54;57216.42081;14;4;550;56409.00546;25;1;1;4095.032713;33741.29273
55;7492.743182;1;2;606;44205.93363;22;0;0;5682.518763;26768.0232
37;49785.49211;2;2;553;39631.20697;42;1;0;21036.18323;50409.6644
30;38060.33497;1;5;516;36404.3828;12;1;1;8322.847424;32986.59288
18;51163.39598;6;3;693;21973.82617;49;1;0;5026.330194;12398.43023
64;43193.09792;4;1;694;29587.15293;21;1;1;15502.29611;39323.31491
35;35971.88898;8;3;659;3747.362739;36;0;0;5793.288278;13790.57043
28;100212.7419;11;3;758;47548.3426;43;0;1;4997.363915;51297.81331
44;60069.44217;9;5;697;30661.47694;49;0;1;22967;47010.28277
56;30004.38548;7;5;657;40120.49809;46;1;1;13109.0935;29160.534
55;83023.66041;9;5;834;24946.62973;49;1;1;7424.120348;25292.03161
33;77919.045;9;1;574;65045.0299;18;1;0;6911.062846;20092.15025
61;24176.88997;0;2;645;55967.86145;38;0;1;30023.90348;47992.99347
51;71066.25481;14;5;615;52601.9065;49;1;1;10633.45083;46259.20379
42;41860.95612;5;4;696;23087.56864;28;0;0;5895.852431;24083.95335
22;67699.20921;14;1;648;17003.10909;8;0;0;13596.07814;37009.57669
36;29610.0058;5;3;611;8129.371931;32;0;1;6923.176018;31894.87465
50;17867.26302;11;5;602;33531.27791;37;0;0;9339.54721;24150.08347
41;48249.76513;8;5;556;15834.20307;24;0;0;4826.196928;18445.38048
28;41426.57819;12;3;657;44771.69455;37;0;0;6638.474106;21197.19074
53;31406.89856;4;3;847;43361.56161;18;0;0;11881.46551;30643.9778
45;58338.40414;14;2;555;3265.739903;34;1;0;5787.330597;32208.90527
63;69580.70697;9;1;601;22915.77539;46;0;1;10778.1862;26172.57364
50;50280.46185;11;2;617;33458.24207;19;0;0;1789.573268;19992.76422
19;63180.48927;12;4;599;27285.47475;20;0;0;8439.593643;37559.68279
64;57229.38498;0;3;672;18409.10246;43;1;1;9368.250059;53337.40032
51;45144.47556;0;2;570;36248.35227;39;0;1;9381.815716;30692.23042
59;45629.85362;2;1;525;10875.87937;15;0;1;7452.242698;20245.4606
47;24284.82884;2;1;524;12525.30163;32;1;1;13841.50698;25705.09066
47;42877.7315;0;2;797;24159.26399;28;1;0;1627.246964;28577.71552
40;106198.7175;6;4;806;40452.79885;16;1;1;6459.210316;33165.53648
55;67816.98167;10;5;519;28188.98973;8;1;1;20364.40467;48384.00793
18;66052.77259;3;4;675;10060.68314;15;0;0;4460.872398;27347.58064
38;62691.96876;9;2;526;8780.504209;36;0;0;11917.58253;36319.99297
31;54311.42961;0;1;554;39867.01741;17;1;1;16137.75027;32058.0443
19;59946.17771;4;2;559;14099.14908;39;1;0;12210.07716;21629.82847
39;64883.69783;9;4;768;26175.21178;4;0;0;10441.10531;36438.89869
37;17728.11317;7;5;752;17439.8591;1;1;0;10933.69742;31972.65857
37;51721.40042;5;1;566;47149.41377;48;0;0;12000.67109;37020.7259
56;79551.78002;4;2;517;28134.31627;20;1;1;2407.596918;44141.99568
42;54533.726;8;3;694;51803.32227;7;1;1;11092.02616;27936.15225
25;32754.41126;2;2;593;67451.39929;13;0;1;11971.63576;48430.64319
32;24185.33255;4;5;727;26546.43817;9;1;0;9276.960846;32862.99911
58;66840.1134;0;2;615;57236.22829;40;0;1;7456.26268;13249.98995
21;23117.82311;2;4;657;43349.72188;30;0;0;13439.35426;56687.98726
43;49091.85519;11;2;838;21569.20139;10;1;1;19579.25002;49681.90697
62;32510.31061;14;4;763;16366.17623;30;1;0;2109.536955;31332.89413
52;36756.36901;14;2;767;43689.84215;14;1;0;18017.8481;23834.37636
48;81285.90269;7;2;609;20295.33509;48;1;0;3653.794363;20614.40424
63;41328.79471;13;3;698;22169.31497;5;0;1;13005.72922;26539.58847
20;42801.70307;13;2;651;53660.27389;1;1;1;1571.156701;24625.76263
47;18489.46997;8;3;616;46825.14168;44;0;0;12514.84162;23223.66523
28;54543.53263;14;2;503;22858.22885;9;0;1;5304.231983;25090.2381
51;40228.37502;6;4;767;15336.97848;39;0;0;5552.22227;29814.16189
23;36427.67099;14;4;549;18221.77876;24;0;1;3044.54414;15862.10415
45;68737.33665;9;4;604;32538.31467;12;0;0;12109.64055;18679.17018
22;65510.37867;12;2;548;15258.33928;21;0;1;2354.005279;14007.37501
49;53842.42064;0;4;742;38589.19279;11;0;1;18742.83252;46621.21775
56;59279.29712;3;1;634;17007.29709;11;1;1;1837.247203;32967.63116
36;35688.82594;11;1;504;11186.83694;39;0;1;10980.39379;19108.71876
35;49493.96272;4;2;661;39413.20919;48;1;0;9417.52692;24183.08917
28;31748.31336;7;1;681;18359.50398;43;0;1;5621.868036;13289.2962
60;68853.88875;2;2;639;25519.61917;44;1;0;15328.25667;41434.72805
30;30722.91519;1;5;675;21920.19303;11;0;0;616.6616631;15639.09248
20;61175.61187;13;2;800;65076.43268;22;1;0;11682.71193;19489.87405
40;46003.94216;5;3;659;21822.33096;16;1;1;10782.3145;29902.55721
53;49950.97685;7;4;786;48260.6949;39;0;1;4908.732656;24145.48932
57;18933.18065;1;2;500;32448.85732;39;1;0;7585.979733;1620.210635
50;49501.02255;8;4;786;22223.49044;7;1;1;12229.69644;17206.79657
61;20652.76422;11;1;684;26131.26396;43;1;1;6057.618441;42012.41664
35;87528.83267;5;3;646;31106.76258;40;1;1;10292.77935;16421.64587
24;110805.8247;5;3;510;19212.28292;24;0;1;14966.94219;44009.14933
43;51168.96094;4;1;759;27884.12189;6;1;1;6029.908953;39790.08625
35;73095.58846;9;3;521;23250.08082;39;1;0;5229.75428;21678.17904
23;23116.11296;2;5;518;25063.57776;30;0;1;14977.71001;30455.09825
35;28837.95774;1;5;765;14367.22573;34;0;0;4864.397425;36127.03852
45;16288.84871;4;3;532;99531.17007;42;1;0;3553.506764;40199.71422
34;64504.64113;1;4;574;55698.52143;47;0;1;9904.60504;27004.70642
34;9452.912811;4;3;592;52737.11872;41;1;0;3445.324051;30351.1698
63;34174.39543;3;5;641;23081.7959;15;0;0;4498.073161;28339.14305
40;85063.17483;10;4;554;45293.21778;28;1;0;5002.833625;31652.39829
54;65502.96868;0;2;593;10384.1154;24;0;0;23042.43026;44885.39135
49;37893.22269;5;2;768;27327.69459;8;1;0;6065.207281;28700.2977
31;54062.64774;9;1;817;7537.564825;14;1;1;7584.370242;42340.28359
31;48648.96378;4;2;579;9314.086196;29;1;0;7315.948688;7673.558424
27;64325.26386;9;1;581;55014.60469;15;1;1;10076.66917;33510.8053
63;68540.60239;9;3;620;11112.93762;31;0;0;2042.474988;43778.64766
42;53681.84772;3;2;753;38042.96361;47;1;1;6670.435886;28447.26289
62;57759.81761;0;3;646;51096.26725;48;0;1;4745.482391;19933.02745
23;66532.3208;8;1;699;65638.60874;8;1;1;12577.23863;28579.03611
46;42035.50835;14;1;845;13469.23468;35;1;1;6659.769927;36967.70524
24;73885.60595;5;3;708;9072.820387;25;0;0;8495.68947;34843.81865
19;31985.63748;0;1;766;31134.44693;49;0;1;4612.417683;26733.13312
51;78227.84964;1;5;733;12803.24861;41;1;0;13899.13393;35449.24367
22;37573.19572;7;5;616;28063.13065;25;0;1;8712.521878;41412.356
58;46193.95697;10;3;739;12656.32137;41;1;1;12000.50944;29794.49843
29;29919.32142;7;3;585;20259.84955;31;0;0;5329.344766;16582.96085
36;64980.92411;4;3;698;21603.17364;29;0;0;4674.255503;40427.52964
26;46056.45561;9;3;545;110153.1648;24;0;1;4475.46989;29375.17218
57;19463.03651;14;4;706;42439.58022;45;0;1;4198.244812;11625.75559
25;75069.73378;12;5;672;28516.80909;29;0;0;10008.63405;27164.11706
27;38601.80895;8;5;692;58180.02098;21;0;0;2777.450201;30338.42148
55;62444.30386;10;1;795;2774.738937;35;0;0;10313.41883;33337.23879
49;35223.18298;2;3;621;29235.14555;16;0;1;4294.878399;12997.87053
34;55868.16452;9;4;766;16136.40202;11;1;0;8352.531728;29542.29686
21;58849.90591;3;4;787;30270.40105;19;1;0;1366.661927;22615.55541
39;45508.1964;7;5;695;27728.9794;17;0;0;6755.175652;3503.26621
54;30033.5247;5;3;612;24930.50892;6;1;1;10348.79953;33931.04424
38;44318.30527;13;1;756;9523.107396;19;1;1;17197.98353;37972.71552
37;27921.34157;1;1;705;14558.17964;3;0;1;3303.784027;22240.68633
32;25573.89352;6;2;845;36932.89293;19;1;0;13184.02884;35551.0861
47;71374.07127;1;2;679;33034.55873;37;1;0;9289.678178;20316.27006
47;37488.30696;3;5;559;28962.18188;17;0;0;10869.30193;39910.64718
56;70387.61397;2;1;768;50282.36443;21;0;1;7717.114165;15323.20977
45;15968.28284;12;5;531;40301.55707;23;1;0;5226.859916;22527.90224
63;54059.77017;2;3;689;25706.95963;8;1;1;17201.71898;44636.06713
45;25255.22254;2;2;586;10303.27096;5;1;0;37484.97418;36398.52057
61;46785.55204;0;3;748;33265.62903;0;1;0;11316.76715;25529.43803
54;51421.82182;14;1;559;48461.34579;25;0;1;9162.148121;33751.50502
64;32147.11731;13;2;573;3650.278313;43;1;0;3512.836077;31473.9947
23;84119.41425;4;5;501;31873.06284;34;0;1;17847.95708;26489.36007
42;36354.54783;13;5;678;28174.88657;9;1;0;24523.79222;22391.87362
26;27038.4333;6;4;702;12773.80144;1;0;0;15956.4853;24914.6757
44;32112.90765;10;3;670;14115.78506;20;1;1;6629.572498;39621.92961
28;36320.83402;13;4;616;31127.19347;12;0;1;7248.776062;21779.24295
39;58747.64446;1;5;825;72701.66619;2;0;1;24739.00814;46039.43547
54;120293.0859;11;2;731;26386.66216;23;1;1;9105.465071;33559.13252
59;33106.91729;11;5;819;24248.43872;39;0;1;2192.652773;31508.72725
46;77206.02095;5;4;744;7939.486483;28;1;0;19078.48679;30844.3792
32;44098.18851;0;1;668;48040.90532;1;0;1;7405.066837;22154.11866
29;22280.38037;12;1;656;10692.00612;32;0;0;4486.142026;33217.89397
39;44333.23819;3;3;719;47867.30187;26;0;1;12187.0635;27216.82206
19;129179.2613;1;3;528;15762.70613;31;1;1;14570.92905;37061.39865
63;72122.35738;4;5;504;30458.2402;9;0;1;8540.753743;27667.79246
24;25712.19585;8;5;823;57952.17389;17;1;0;3038.020219;24371.63495
46;43711.09575;13;2;568;40475.84562;3;1;0;8839.863178;33418.39529
39;28475.97038;7;5;671;98149.3251;19;0;1;3963.905565;18574.86052
64;7367.808247;7;2;754;26890.73374;32;1;0;7664.094926;26327.8875
64;24880.70876;12;2;619;13791.92663;13;1;1;2497.011966;38014.53845
32;37196.81863;11;2;725;12629.39828;29;0;0;8263.90357;15606.66249
48;53005.39299;3;5;657;52665.3819;3;1;0;1733.605536;43189.84709
31;64212.8369;10;3;511;7911.884068;49;1;0;1568.193192;14699.18296
18;75279.03705;3;4;811;38402.04734;2;1;0;5895.658713;33339.90341
31;39327.42712;5;2;522;24192.72975;34;1;1;8019.815766;17749.91449
48;42182.4189;7;1;801;38723.0131;45;1;1;4055.220199;21348.51463
29;68286.66108;5;4;703;31831.033;10;1;0;7316.986344;26801.34649
47;91206.22775;0;1;717;18023.10675;40;0;0;19458.47159;42145.74047
52;55362.65435;11;1;839;39616.69497;40;1;0;5426.984228;37172.80582
44;55302.96688;9;2;561;37048.0021;29;0;1;4524.960421;22655.91316
56;38402.47425;3;2;583;37498.30874;49;0;0;8182.983738;31095.9128
59;85396.50878;12;4;755;17751.21114;33;0;0;2634.644187;41116.72465
24;53232.03047;14;5;709;27078.67414;5;0;1;2366.650004;18630.10115
58;32760.50796;3;5;653;33711.01144;11;0;0;30918.71141;53571.1163
43;32124.6605;0;5;797;55543.69856;5;1;1;9159.069283;25868.41738
43;58897.38448;6;5;506;15454.96947;20;1;0;6086.504104;34240.28071
64;44908.93656;14;3;576;29555.32081;49;1;1;1801.877322;32058.43661
21;27251.40786;11;2;609;17629.82362;42;1;1;14261.59948;23682.46896
31;50823.49159;9;5;646;25864.1256;6;1;1;4214.590782;32846.9202
60;41980.55469;1;1;554;73580.43466;19;1;1;4617.030835;12254.59213
40;65630.08385;13;4;534;54995.8111;49;1;1;4063.111666;34379.36853
22;34297.01023;6;4;626;49272.13991;34;1;0;10524.51378;38827.88037
26;89201.6107;8;4;504;30124.85127;37;1;0;35032.12292;26392.52345
33;28475.05815;3;5;631;47175.55362;14;1;1;6874.702675;22990.83353
35;51153.2188;14;5;532;15418.24927;2;0;0;11070.63;33357.03342
20;72169.97352;1;1;766;6914.59423;17;1;0;6555.123501;25952.06583
29;40730.53731;6;3;509;14730.78787;4;0;1;4284.196871;18095.71609
63;46105.88004;12;5;542;40601.13871;6;1;0;10535.85183;42719.18225
30;20859.83389;13;1;619;27900.29658;45;1;1;2230.011213;26687.45959
30;33445.55193;8;1;778;40837.16703;6;1;1;6719.204288;29008.4972
46;50077.41778;6;5;772;21980.98329;36;0;1;4656.140031;33616.44562
39;54733.40985;13;3;509;25250.18641;4;1;0;20096.10348;43940.17035
54;28434.21674;11;5;511;40527.30456;7;1;1;9811.721955;37719.44899
49;54688.41404;2;4;725;45366.31225;36;0;1;18865.12606;24004.28542
42;39636.41971;4;4;623;7902.388874;42;0;0;16588.81241;28854.96555
54;95944.73781;4;4;607;50927.19965;36;1;0;32493.07965;47113.8623
34;89702.78083;9;2;557;13796.61669;9;1;0;8942.993991;26097.29671
34;52128.47827;7;2;564;19985.56345;37;1;0;22023.28803;36097.19969
38;114085.0036;8;1;786;36003.29334;11;0;1;3695.603028;25480.73661
48;18762.23402;14;1;799;13857.56237;0;0;0;14733.17382;24218.14959
32;49113.00231;14;2;744;25742.98878;27;1;1;5061.884906;25253.66776
46;40420.6542;11;5;521;13390.47001;14;1;1;18238.42883;42227.97253
45;38851.07422;7;2;611;15627.0067;14;0;1;12510.3445;28795.26258
48;37788.55973;7;1;712;12378.62226;26;1;0;1464.99251;30873.10339
44;85116.8202;0;1;599;68322.49872;34;0;1;6373.724068;22445.6193
37;48306.52897;4;3;695;19482.69833;12;0;0;7063.020332;25835.23793
55;52572.10468;11;3;644;45278.49051;4;1;0;12165.82455;34458.57066
33;97855.03963;0;5;538;24296.50649;35;0;0;40489.27607;66665.78335
20;46086.9191;1;3;811;37328.6681;18;0;1;1912.95841;36827.81358
37;93095.75009;12;1;571;32136.25187;39;0;1;8360.342284;27974.01043
29;70463.28338;12;3;764;9497.413541;22;1;1;9102.43198;31269.62076
18;94291.81761;1;2;583;15813.40046;28;0;1;22540.63073;34944.12919
30;63550.49061;8;1;609;49793.13288;30;1;0;9322.940998;23412.82673
61;66679.38639;12;2;814;21234.98004;41;1;1;8045.624868;31700.46328
52;39663.77307;1;4;544;7774.492221;26;1;1;28835.28403;37788.72289
43;91402.45018;13;2;708;20563.65515;16;0;1;26072.07939;54956.45676
49;53806.27782;4;5;566;28267.28955;7;0;1;13036.98765;47299.33054
26;46713.95144;2;2;674;16822.42608;2;1;1;2942.356752;-3111.451268
25;37314.37443;0;5;721;13285.66726;48;1;0;16155.84577;37274.85085
39;23368.60114;6;2;735;47244.65458;47;0;0;10744.14492;28882.94968
57;62628.44335;9;2;689;8891.257958;49;0;1;7316.853401;32032.51435
24;48033.18073;6;1;533;42570.64027;11;1;1;2783.407465;1363.056224
36;29451.82375;13;3;789;36953.41792;12;0;1;23494.09233;48874.97506
32;34287.21027;1;5;538;27798.80126;43;0;1;16775.76857;41080.7679
62;87305.15931;0;3;564;11349.63365;23;1;1;18072.69436;33232.62502
39;40899.10495;13;5;815;27175.66984;32;0;0;7542.055193;32464.7978
40;95003.6239;7;4;625;23923.58526;34;0;1;18641.93188;28597.57704
34;47350.33769;8;3;504;8389.131699;8;0;0;8758.66615;23191.2397
23;67250.79167;8;1;787;11445.18652;33;1;1;2738.994516;18955.67992
48;55302.32903;11;4;847;28568.67487;41;1;1;1403.157459;34615.19683
64;38823.37506;10;5;547;35911.64693;48;1;1;6795.304492;23160.85376
61;29557.00892;8;4;790;23774.3421;9;0;0;19373.55996;43826.97255
40;27243.94167;7;2;839;72348.77933;8;0;1;16611.51951;33176.12321
32;33354.10072;7;1;510;28854.56433;34;0;0;12702.80857;30407.02595
41;80655.54052;10;3;717;5878.399118;4;1;1;3819.613491;33134.92695
51;46957.95197;7;3;651;19912.98614;20;0;0;19950.70373;36358.21335
54;59374.3125;8;3;678;8420.857135;45;1;0;6724.846878;32098.14
63;58868.23994;9;4;593;31454.44262;16;1;0;19220.4554;47023.18821
39;147074.7447;5;5;706;15317.49712;12;1;0;15001.94627;33454.74894
24;65890.22312;6;2;675;81415.27174;34;0;1;23419.31791;32921.62609
53;71453.81708;2;2;833;14816.86669;23;1;0;5569.912821;30838.13774
49;49196.32956;9;5;746;68481.62968;16;0;0;15295.78354;21306.99096
41;50479.37617;2;5;786;63427.10776;13;0;1;19391.36287;45976.75709
51;21654.42864;4;5;758;72704.63706;23;0;1;4542.507019;33534.53322
36;41879.16056;7;1;840;75105.17304;4;1;0;4950.184692;39338.20422
61;88767.01332;13;5;515;15180.93719;11;0;1;6171.051106;29951.39826
42;32518.62457;2;4;574;39335.9051;8;1;1;5103.107568;34516.83172
33;40935.45969;1;3;774;14309.31739;47;0;0;18007.78287;35068.38366
27;61781.62905;13;5;587;5843.577801;7;1;0;16751.61745;36607.34214
48;42929.33782;4;1;508;17380.88453;45;1;0;10742.77596;15926.13466
57;28244.04585;8;4;632;9403.471662;20;0;0;15190.49959;23376.33605
28;40475.3061;7;5;642;22397.67587;12;1;0;2797.10672;20712.62704
43;35279.10006;3;2;655;25271.88879;16;1;1;16997.8526;26835.58567
57;26499.14045;7;5;760;8686.269913;9;0;1;14481.01236;27319.87751
30;92732.48786;2;3;803;21158.29274;24;0;1;5899.484015;39713.13414
61;36438.67868;8;4;825;13770.53789;10;1;1;6846.01959;31849.75111
41;50197.06336;11;5;689;40280.14886;32;1;1;3248.499128;37074.4292
46;75125.13541;10;3;804;22942.33554;36;1;0;14844.60236;40609.87531
20;48766.87017;10;5;658;20024.68794;39;1;0;16957.14599;28641.63434
58;93304.79566;2;4;717;25606.29736;43;1;1;21223.71267;58937.53714
49;49642.71751;10;1;759;28197.64299;43;1;0;2989.0816;22158.83957
51;49728.0871;0;5;772;21736.99683;28;0;0;4382.599395;17609.82115
51;65527.40491;11;1;763;37742.65726;32;0;1;13647.2397;41015.31943
32;20751.7539;6;2;749;22329.43225;1;0;0;3313.896642;28221.54711
25;69423.67338;5;2;709;29365.88301;42;1;1;8852.624204;37653.0236
32;61511.3483;14;3;524;62051.47666;23;0;1;7629.711522;43316.38996
25;33519.98874;13;3;703;32575.97399;5;1;0;13767.80713;36069.16236
48;37894.83247;14;5;528;35737.13838;30;1;0;33271.39138;62102.70104
64;63829.67129;0;3;802;21172.77645;5;0;0;4741.242765;27118.1974
28;48759.37667;13;2;504;13654.47983;29;1;1;21071.41577;36076.18122
63;34914.85543;2;1;602;39966.29887;17;1;1;9183.178219;53598.35471
21;33691.93872;2;3;817;54711.92584;30;1;1;9721.145687;33874.09133
60;27425.74414;10;3;751;30880.36676;47;0;0;6565.941392;30470.13864
20;84569.40527;10;2;775;33007.9803;46;0;0;14348.02006;25078.2863
34;56621.37934;10;5;612;23067.42913;23;0;1;9564.537452;25377.06432
32;50181.81095;2;3;530;4157.454654;25;1;0;20842.87959;25414.64145
53;59644.17094;5;2;544;58055.26812;12;1;0;17012.34818;30494.56287
40;46964.16291;3;5;517;45843.75991;29;0;1;11501.14632;43830.6829
35;30650.02307;2;4;509;46291.30972;29;1;0;14543.13068;49488.18141
64;41721.00174;6;3;662;42402.34766;23;0;0;678.8887035;35000.40404
31;46425.72075;10;4;698;17137.04884;16;1;0;3615.514595;24069.03898
20;29134.82171;10;4;579;49186.79813;6;0;1;1699.646925;11181.03609
21;95182.77832;3;3;604;32520.12627;31;1;0;6562.325381;25748.36897
57;28105.78564;8;4;764;28698.60218;30;1;0;9179.411533;23797.4877
63;29624.6413;2;3;545;56008.43211;23;1;0;12185.33904;33444.20373
35;41382.93019;3;1;500;51115.31723;11;1;1;17428.18205;30169.30829
48;54824.43813;8;2;629;19791.03805;37;1;1;2528.128161;44956.39143
18;71953.79476;3;4;514;29067.82284;29;0;0;7495.749178;29580.91284
60;40053.68699;3;5;721;15302.72321;1;1;0;1211.415731;30411.74575
24;41297.53193;13;3;583;36348.95668;8;0;0;5061.399292;19895.34768
41;68940.20405;4;3;740;19129.8787;5;0;0;24522.34009;45739.52112
21;21753.64195;1;3;634;7495.541217;32;1;1;12353.88604;30379.38089
24;46151.25157;2;2;827;89915.0633;12;1;1;4079.834763;23494.48823
47;28438.74861;13;3;743;43241.71046;25;0;0;23851.38206;43913.94085
47;82717.10987;5;4;735;23424.99306;3;1;1;19638.33118;31965.79999
64;13239.77725;7;3;838;37523.08859;13;1;0;6390.694194;24835.12486
61;42357.04246;4;5;763;48760.53792;45;1;1;1542.440934;27939.57125
60;41839.92246;5;3;827;15504.90598;30;1;1;4449.754196;18877.95787
